Year ,Site_id,Region,Site Type,PM10 Daily Measured,PM2.5 Daily Measured,PM10 Hourly Measured,PM2.5 Hourly Measured,NO2,SO2,O3,Total Days
2021,SCN2,Scunthorpe Town,Urban Industrial,n/m,n/m,3,n/m,0,0,n/m,3
2021,SHDG,Sheffield Devonshire Green,Urban Background,n/m,n/m,1,1,-,n/m,4,5
2021,SA33,Southampton A33,Urban Traffic,n/m,n/m,2,n/m,0,n/m,n/m,2
2021,SOUT,Southampton Centre,Urban Background,n/m,n/m,2,2,0,0,3,6
2021,SEND,Southend-on-Sea,Urban Background,n/m,n/m,0,1,0,n/m,5,5
2021,SK5,Southwark A2 Old Kent Road,Urban Traffic,n/m,n/m,7,n/m,0,n/m,n/m,7
2021,SHLW,St Helens Linkway,Urban Traffic,n/m,n/m,1,n/m,0,n/m,n/m,1
2021,HOPE,Stanford-le-Hope Roadside,Urban Traffic,n/m,n/m,2,3,0,n/m,n/m,4
2021,EAGL,Stockton-on-Tees Eaglescliffe,Urban Traffic,n/m,n/m,0,1,0,n/m,n/m,1
2021,STKR,Stoke-on-Trent A50 Roadside,Urban Traffic,n/m,n/m,1,n/m,0,n/m,n/m,1
2021,STOK,Stoke-on-Trent Centre,Urban Background,n/m,n/m,1,1,0,n/m,7,8
2021,SUN2,Sunderland Silksworth,Urban Background,n/m,n/m,0,0,-,n/m,1,1
2021,SWA1,Swansea Roadside,Urban Traffic,n/m,n/m,4,3,0,n/m,n/m,4
2021,THUR,Thurrock,Urban Background,n/m,n/m,1,n/m,0,0,5,6
2021,WAR,Warrington,Urban Industrial,n/m,n/m,1,1,0,n/m,n/m,1
2021,WIG5,Wigan Centre,Urban Background,n/m,n/m,1,1,0,n/m,5,6
2021,TRAN,Wirral Tranmere,Urban Background,n/m,n/m,1,1,0,n/m,9,10
2021,WREX,Wrexham,Urban Traffic,n/m,n/m,1,1,0,0,n/m,1
2021,YK10,York Bootham,Urban Background,n/m,n/m,0,0,0,n/m,n/m,0
2021,YK11,York Fishergate,Urban Traffic,n/m,n/m,0,0,0,n/m,n/m,0
2021,AH,Aston Hill,Rural Background,n/m,n/m,n/m,n/m,0,n/m,14,14
2021,ACTH,Auchencorth Moss,Rural Background,n/m,n/m,0,0,n/m,n/m,5,5
2021,BUSH,Bush Estate,Rural Background,n/m,n/m,n/m,n/m,0,n/m,3,3
2021,MACK,Charlton Mackrell,Rural Background,n/m,n/m,n/m,n/m,0,n/m,30,30
2021,CHBO,Chilbolton Observatory,Rural Background,n/m,n/m,2,2,0,0,13,15
2021,ESK,Eskdalemuir,Rural Background,n/m,n/m,n/m,n/m,-,n/m,-,-
2021,HM,High Muffles,Rural Background,n/m,n/m,n/m,n/m,0,n/m,8,8
2021,LB,Ladybower,Rural Background,n/m,n/m,n/m,n/m,0,0,13,13
2021,LERW,Lerwick,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,-,-
2021,LN,Lough Navar,Rural Background,n/m,n/m,0,0,n/m,n/m,5,5
2021,LH,Lullington Heath,Rural Background,n/m,n/m,n/m,n/m,-,-,10,10
2021,PEMB,Narberth,Rural Background,n/m,n/m,0,0,0,0,11,11
2021,ROCH,Rochester Stoke,Rural Background,n/m,n/m,1,3,0,0,10,13
2021,SIB,Sibton,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,11,11
2021,OSY,St Osyth,Rural Background,n/m,n/m,n/m,n/m,0,n/m,11,11
2021,SV,Strathvaich,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,3,3
2021,WEYB,Weybourne,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,4,4
2021,WFEN,Wicken Fen,Rural Background,n/m,n/m,n/m,n/m,0,0,12,12
2021,YW,Yarner Wood,Rural Background,n/m,n/m,n/m,n/m,0,n/m,23,23
2022,ABD9,Aberdeen Erroll Park,Urban Background,n/m,n/m,1,0,0,n/m,3,4
2022,ARM6,Armagh Roadside,Urban Traffic,n/m,n/m,0,n/m,0,n/m,n/m,0
2022,BPLE,Barnstaple A39,Urban Traffic,n/m,n/m,-,-,n/m,n/m,n/m,-
2022,BEL2,Belfast Centre,Urban Background,n/m,n/m,4,2,0,0,2,6
2022,BEL1,Belfast Stockman's Lane,Urban Traffic,n/m,n/m,7,n/m,0,n/m,n/m,7
2022,BIRR,Birmingham A4540 Roadside,Urban Traffic,n/m,n/m,4,4,0,n/m,8,13
2022,BMLD,Birmingham Ladywood,Urban Background,n/m,n/m,2,2,0,0,22,23
2022,BLC2,Blackpool Marton,Urban Background,n/m,n/m,4,4,0,n/m,12,15
2022,BDMP,Borehamwood Meadow Park,Urban Background,n/m,n/m,1,1,0,n/m,n/m,1
2022,BRS8,Bristol St Paul's,Urban Background,n/m,n/m,2,3,0,n/m,18,21
2022,BR11,Bristol Temple Way,Urban Traffic,n/m,n/m,4,n/m,0,n/m,n/m,4
2022,BOTR,Burton-on-Trent Horninglow,Urban Background,n/m,n/m,-,-,0,n/m,n/m,0
2022,BURW,Bury Whitefield Roadside,Urban Traffic,n/m,n/m,4,n/m,0,n/m,n/m,4
2022,CA1,Camden Kerbside,Urban Traffic,n/m,n/m,-,-,0,n/m,n/m,0
2022,CANT,Canterbury,Urban Background,n/m,n/m,-,-,0,n/m,31,31
2022,CARD,Cardiff Centre,Urban Background,n/m,n/m,0,0,0,0,16,16
2022,CNPR,Cardiff Newport Road,Urban Traffic,n/m,n/m,2,n/m,0,n/m,n/m,2
2022,CARM,Carlisle Morton A595,Urban Traffic,n/m,n/m,1,2,0,n/m,n/m,2
2022,CHAT,Chatham Roadside,Urban Traffic,n/m,n/m,5,5,0,n/m,n/m,7
2022,CHP,Chepstow A48,Urban Traffic,n/m,n/m,0,0,0,n/m,n/m,0
2022,CHLG,Chesterfield Loundsley Green,Urban Background,n/m,n/m,1,3,0,n/m,n/m,3
2022,CHS7,Chesterfield Roadside,Urban Traffic,n/m,n/m,3,5,0,n/m,n/m,5
2022,COAL,Coventry Allesley,Urban Background,n/m,n/m,1,0,0,n/m,24,24
2022,COBR,Coventry Binley Road,Urban Traffic,n/m,n/m,2,n/m,0,n/m,n/m,2
2022,COPP,Crewe Coppenhall,Urban Background,n/m,n/m,-,-,0,n/m,n/m,0
2022,DERR,Derry Rosemount,Urban Background,n/m,n/m,0,5,0,0,0,5
2022,DYAG,Dewsbury Ashworth Grove,Urban Background,n/m,n/m,-,-,0,n/m,n/m,0
2022,EA8,Ealing Horn Lane,Urban Traffic,n/m,n/m,22,n/m,n/m,n/m,n/m,22
2022,EB,Eastbourne,Urban Background,n/m,n/m,0,2,0,n/m,n/m,2
2022,ED3,Edinburgh St Leonards,Urban Background,n/m,n/m,1,2,0,0,-,2
2022,GHSR,Glasgow High Street,Urban Traffic,n/m,n/m,0,1,0,n/m,n/m,1
2022,GLKP,Glasgow Townhead,Urban Background,n/m,n/m,1,1,0,n/m,4,5
2022,GRAN,Grangemouth,Urban Industrial,n/m,n/m,0,2,0,2,n/m,4
2022,GKA8,Greenock A8 Roadside,Urban Traffic,n/m,n/m,4,2,0,n/m,n/m,4
2022,HSAW,Hartlepool St Abbs Walk,Urban Background,n/m,n/m,-,-,0,n/m,n/m,0
2022,HONI,Honiton,Urban Background,n/m,n/m,0,0,0,n/m,n/m,0
2022,HUL2,Hull Freetown,Urban Background,n/m,n/m,7,6,0,0,10,18
2022,HULR,Hull Holderness Road,Urban Traffic,n/m,n/m,5,n/m,0,n/m,n/m,5
2022,IMGM,Immingham Woodlands Avenue,Urban Background,n/m,n/m,-,-,0,n/m,n/m,0
2022,INV2,Inverness,Urban Traffic,n/m,n/m,0,0,0,n/m,n/m,0
2022,LEAM,Leamington Spa,Urban Background,n/m,n/m,0,0,0,n/m,27,27
2022,LEAR,Leamington Spa Rugby Road,Urban Traffic,n/m,n/m,0,0,0,n/m,n/m,0
2022,LEED,Leeds Centre,Urban Background,n/m,n/m,5,5,0,0,12,18
2022,LED6,Leeds Headingley Kerbside,Urban Traffic,n/m,n/m,6,7,0,n/m,n/m,9
2022,LEIR,Leicester A594 Roadside,Urban Traffic,n/m,n/m,5,n/m,0,n/m,n/m,5
2022,LECU,Leicester University,Urban Background,n/m,n/m,1,1,0,n/m,22,23
2022,LVP,Liverpool Speke,Urban Industrial,n/m,n/m,2,-,0,0,14,15
2022,BEX,London Bexley,Suburban Background,n/m,n/m,5,4,0,n/m,n/m,5
2022,CLL2,London Bloomsbury,Urban Background,n/m,n/m,3,-,0,0,13,16
2022,LON6,London Eltham,Suburban Background,n/m,n/m,-,-,-,n/m,-,-
2022,HRL,London Harlington,Urban Industrial,n/m,n/m,2,1,0,n/m,23,24
2022,HIL,London Hillingdon,Urban Background,n/m,n/m,-,-,0,n/m,-,0
2022,HP1,London Honor Oak Park,Urban Background,n/m,n/m,2,2,n/m,n/m,n/m,3
2022,MY1,London Marylebone Road,Urban Traffic,-,4,6,5,1,0,0,9
2022,KC1,London N. Kensington,Urban Background,n/m,n/m,4,2,0,0,26,27
2022,TED2,London Teddington Bushy Park,Urban Background,n/m,n/m,1,1,n/m,n/m,n/m,1
2022,MAN3,Manchester Piccadilly,Urban Background,n/m,n/m,3,2,0,0,8,11
2022,MID,Middlesbrough,Urban Background,n/m,n/m,3,1,0,0,6,9
2022,NEWC,Newcastle Centre,Urban Background,n/m,n/m,3,3,0,n/m,4,7
2022,NCA3,Newcastle Cradlewell Roadside,Urban Traffic,n/m,n/m,2,n/m,0,n/m,n/m,2
2022,NPT3,Newport,Urban Background,n/m,n/m,0,0,-,n/m,n/m,0
2022,NO12,Norwich Lakenfields,Urban Background,n/m,n/m,4,4,0,n/m,22,26
2022,NOTT,Nottingham Centre,Urban Background,n/m,n/m,6,4,0,0,8,14
2022,NWBV,Nottingham Western Boulevard,Urban Traffic,n/m,n/m,3,n/m,0,n/m,n/m,3
2022,OX8,Oxford St Ebbes,Urban Background,n/m,n/m,0,0,0,n/m,n/m,0
2022,PLYM,Plymouth Centre,Urban Background,n/m,n/m,1,1,0,n/m,12,13
2022,PT4,Port Talbot Margam,Urban Industrial,19,n/m,18,1,0,0,13,31
2022,PMTH,Portsmouth,Urban Background,n/m,n/m,0,0,0,n/m,21,21
2022,POAR,Portsmouth Anglesea Road,Urban Traffic,n/m,n/m,0,n/m,0,n/m,n/m,0
2022,PRES,Preston,Urban Background,n/m,n/m,4,4,0,n/m,12,16
2022,REA5,Reading London Road,Urban Traffic,n/m,n/m,0,n/m,0,n/m,n/m,0
2022,REA1,Reading New Town,Urban Background,n/m,n/m,0,1,-,n/m,20,21
2022,ECCL,Salford Eccles,Urban Background,n/m,n/m,6,8,0,n/m,-,8
2022,SASH,Saltash Callington Road,Urban Traffic,n/m,n/m,0,0,n/m,n/m,n/m,0
2022,SDY,Sandy Roadside,Urban Traffic,n/m,n/m,1,1,0,n/m,n/m,1
2022,SCN2,Scunthorpe Town,Urban Industrial,n/m,n/m,12,n/m,0,0,n/m,12
2022,SHDG,Sheffield Devonshire Green,Urban Background,n/m,n/m,5,4,0,n/m,13,18
2022,SHE,Sheffield Tinsley,Urban Background,n/m,n/m,-,-,-,n/m,n/m,-
2022,SA33,Southampton A33,Urban Traffic,n/m,n/m,2,n/m,0,n/m,n/m,2
2022,SOUT,Southampton Centre,Urban Background,n/m,n/m,0,1,0,0,17,18
2022,SEND,Southend-on-Sea,Urban Background,n/m,n/m,3,4,0,n/m,14,19
2022,SK5,Southwark A2 Old Kent Road,Urban Traffic,n/m,n/m,7,n/m,0,n/m,n/m,7
2022,SHLW,St Helens Linkway,Urban Traffic,n/m,n/m,6,n/m,0,n/m,n/m,6
2022,HOPE,Stanford-le-Hope Roadside,Urban Traffic,n/m,n/m,3,4,0,n/m,n/m,5
2022,EAGL,Stockton-on-Tees Eaglescliffe,Urban Traffic,n/m,n/m,1,2,0,n/m,n/m,2
2022,STKR,Stoke-on-Trent A50 Roadside,Urban Traffic,n/m,n/m,6,n/m,0,n/m,n/m,6
2022,STOK,Stoke-on-Trent Centre,Urban Background,n/m,n/m,4,2,0,n/m,9,13
2022,SUN2,Sunderland Silksworth,Urban Background,n/m,n/m,5,5,0,n/m,6,11
2022,SWA1,Swansea Roadside,Urban Traffic,n/m,n/m,1,1,0,n/m,n/m,2
2022,SWHO,Swindon Walcot,Urban Background,n/m,n/m,-,-,0,n/m,n/m,0
2022,TDHD,Telford Hollinswood,Urban Background,n/m,n/m,-,-,0,n/m,n/m,0
2022,THUR,Thurrock,Urban Background,n/m,n/m,2,-,0,0,22,24
2022,WAR,Warrington,Urban Background,n/m,n/m,1,2,-,n/m,n/m,3
2022,WIG5,Wigan Centre,Urban Background,n/m,n/m,5,8,0,n/m,13,20
2022,TRAN,Wirral Tranmere,Urban Background,n/m,n/m,5,6,0,n/m,14,19
2022,WREX,Wrexham,Urban Traffic,n/m,n/m,1,1,0,0,n/m,1
2022,YK10,York Bootham,Urban Background,n/m,n/m,2,4,0,n/m,n/m,4
2022,YK11,York Fishergate,Urban Traffic,n/m,n/m,5,2,0,n/m,n/m,6
2022,AH,Aston Hill,Rural Background,n/m,n/m,n/m,n/m,0,n/m,21,21
2022,ACTH,Auchencorth Moss,Rural Background,n/m,n/m,0,0,n/m,n/m,5,5
2022,BUSH,Bush Estate,Rural Background,n/m,n/m,n/m,n/m,0,n/m,6,6
2022,MACK,Charlton Mackrell,Rural Background,n/m,n/m,-,-,0,n/m,27,27
2022,CHBO,Chilbolton Observatory,Rural Background,n/m,n/m,1,0,0,0,34,34
2022,ESK,Eskdalemuir,Rural Background,n/m,n/m,n/m,n/m,-,n/m,-,-
2022,HM,High Muffles,Rural Background,n/m,n/m,-,-,0,n/m,24,24
2022,LB,Ladybower,Rural Background,n/m,n/m,n/m,n/m,0,0,23,23
2022,LERW,Lerwick,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,-,-
2022,LN,Lough Navar,Rural Background,n/m,n/m,0,0,n/m,n/m,4,4
2022,LH,Lullington Heath,Rural Background,n/m,n/m,-,-,0,-,28,28
2022,PEMB,Narberth,Rural Background,n/m,n/m,2,1,0,0,16,16
2022,ROCH,Rochester Stoke,Rural Background,n/m,n/m,6,5,0,0,22,28
2022,SIB,Sibton,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,27,27
2022,OSY,St Osyth,Rural Background,n/m,n/m,0,0,0,n/m,28,28
2022,SV,Strathvaich,Rural Background,n/m,n/m,n/m,n/m,n/m,n/m,7,7
2022,WEYB,Weybourne,Rural Background,n/m,n/m,-,-,n/m,n/m,19,19
2022,WFEN,Wicken Fen,Rural Background,n/m,n/m,-,-,0,-,29,29
2022,YW,Yarner Wood,Rural Background,n/m,n/m,-,-,0,n/m,42,42
