Year ,Region,Sum of AveragePrice,Sum of DetachedPrice,Sum of SemiDetachedPrice,Sum of FlatPrice,Sum of TerracedPrice,Sum of MortgagePrice,Sum of FTBPrice,Sum of FOOPrice,Sum of CashPrice,Sum of NewPrice,Sum of OldPrice
2014,,1437491.299,2516367.406,1566422.353,968445.0359,1359145.876,1473854.353,1274822.227,1613231.442,1353805.015,1802096.713,1414140.058
2015,,1443270.824,2544915.255,1578263.423,966898.3715,1360850.34,1479628.57,1279099.161,1620605.542,1359626.425,1812780.962,1419189.849
2016,,1504596.929,2665034.34,1645705.481,1006862.662,1417094.307,1542381.384,1333931.854,1688860.214,1417657.994,1911090.847,1478232.333
2017,,1531033.018,2723818.292,1669648.88,1037577.163,1434733.521,1568919.482,1356941.263,1718635.447,1443904.558,1978684.053,1502115.079
2018,,1567780.945,2799477.829,1725092.655,1040043.299,1470738.82,1609078.317,1388848.471,1760765.142,1472939.582,2040953.25,1537305.707
2019,,1570628.749,2810441.875,1736083.839,1028130.441,1476393.74,1612595.687,1388998.845,1767288.851,1474246.279,2049187.793,1539884.29
2020,,1585527.323,2839403.827,1760566.975,1019432.649,1496904.432,1629237.608,1399907.477,1787678.083,1484931.218,2050538.053,1555208.278
2021,,1695151.905,3075675.152,1884849.478,1062898.157,1608962.21,1744406.397,1492938.927,1917456.578,1580972.398,2245850.232,1660050.627
2022,,1783421.795,3279251.279,1996965.037,1081316.8,1695247.997,1840024.799,1566477.806,2023967.927,1650704.111,2440707.691,1742110.409
2023,,461347.6377,856254.3176,517545.0219,277613.5828,437143.005,476471.3169,404796.1385,524095.2886,425778.2178,225733.0024,150574.4867
,Gedling,26869501.23,38594982.42,25044935.68,14877642.96,19187423.9,24282720.28,20094144.06,26441705.52,22392564.93,34384899.19,25943897.55
